date,adjclose,volume
2018-01-02,50.01105309452605,7367068.9863126865
2018-01-03,49.96032459832716,5877744.5793713555
2018-01-04,49.68971779898009,3031762.111622137
2018-01-05,49.65195482957836,7341583.770941713
2018-01-08,49.46543026541523,4819735.64172404
2018-01-09,49.152851380684446,4856550.540071964
2018-01-10,49.28065683432133,7613251.66305593
2018-01-11,49.378472999304634,2356920.1531000403
2018-01-12,48.93179612146262,3291069.6477723112
2018-01-15,48.901124962088836,5514627.950928334
2018-01-16,49.15005030856381,3172919.0574920243
2018-01-17,49.41485624328789,6077162.055253747
2018-01-18,49.6713154540092,3284553.736020321
2018-01-19,49.68104375573457,2594941.8235928863
2018-01-22,49.46978242374228,3241910.9578450387
2018-01-23,49.198857716902765,4536404.205632374
2018-01-24,49.285008943090354,3056829.7950384794
2018-01-25,49.379828951681645,2808152.149540084
2018-01-26,49.701661729582916,7161691.317313645
2018-01-29,49.976656642168436,3922383.221583847
2018-01-30,49.943599478035644,4164552.1191095216
2018-01-31,49.63254800832043,2331622.4570073658
2018-02-01,49.5527713590677,4144217.741012325
2018-02-02,49.60707915777033,3588843.0639294777
2018-02-05,49.55655834642298,5662910.404050731
2018-02-06,49.41208481940357,3232341.78603444
2018-02-07,49.47530602314604,7330192.7183770435
2018-02-08,49.34931658779339,7577999.725517331
2018-02-09,49.192300066862046,2598986.343060741
2018-02-12,49.2701632754379,2644417.7377314633
2018-02-13,49.169665130405605,2691958.628665928
2018-02-14,49.23069122765019,5717415.537861872
2018-02-15,49.29899223336322,2731813.785257737
2018-02-16,49.01413498309033,7114293.907581598
2018-02-19,48.89382470212398,6525629.089627354
2018-02-20,49.253268937103094,6918853.149428144
2018-02-21,48.96274905891952,5156363.161316125
2018-02-22,48.43358544667689,7980063.269114921
2018-02-23,47.96812415836626,2265050.6176649677
2018-02-26,47.97540164501043,4407589.78511668
2018-02-27,47.9831309645186,3943620.0136258174
2018-02-28,47.95372825066232,7691872.992275846
2018-03-01,48.25727570789444,5461165.750985557
2018-03-02,47.58906709961871,6837145.792668351
2018-03-05,47.688050568226416,3022047.161951113
2018-03-06,48.07841011867731,7871804.863402633
2018-03-07,47.79646492745438,4991837.281257891
2018-03-08,47.70151329950691,4962032.457623875
2018-03-09,47.51329032019976,7825308.371274427
2018-03-12,47.28970380868037,4284394.16730287
2018-03-13,47.20813830742461,4385150.147329958
2018-03-14,47.56500962834574,5508516.21682962
2018-03-15,48.02435629721762,2768315.663286722
2018-03-16,47.94037149095758,3926513.7584711295
2018-03-19,48.4166365444737,3159249.934670783
2018-03-20,48.425530663719854,2619700.8746422976
2018-03-21,48.86395342039513,7196867.637986121
2018-03-22,48.840628757981754,5535986.996764856
2018-03-23,48.87339321449329,4152036.749167467
2018-03-26,48.964761832654,4452016.264200278
2018-03-27,49.75947525249588,4589114.022124128
2018-03-28,49.97229664620708,5798895.092868256
2018-03-29,49.79548051371921,7560616.348933959
2018-03-30,50.03772998128818,7596677.717941895
2018-04-02,49.94727184701709,4348951.87718398
2018-04-03,49.82483430129179,3975574.7575866175
2018-04-04,50.051984641264816,4706279.00111153
2018-04-05,50.0597560382076,5407605.382570956
2018-04-06,50.129400016835554,4770907.4686984895
2018-04-09,50.13289632230188,5952520.458900206
2018-04-10,50.21704210395324,5326394.1402785815
2018-04-11,50.32328357831228,3924293.2801644565
2018-04-12,49.839041845135924,4074384.8345757956
2018-04-13,50.0056850122883,4271556.725358386
2018-04-16,49.76018015733073,2567838.6094963322
2018-04-17,49.39960537344088,2996375.7944838386
2018-04-18,49.38500256247621,6338682.812872317
2018-04-19,49.40599781330482,4334580.26913248
2018-04-20,49.23262127216175,3287233.835360862
2018-04-23,49.44037923657874,5376034.463449144
2018-04-24,49.104835444986016,6533237.254840563
2018-04-25,49.003099507792875,3544534.1740722284
2018-04-26,48.85688097405963,6960739.291542467
2018-04-27,48.845234156474795,7565029.157750297
2018-04-30,48.9149502276366,5584367.174443044
2018-05-01,48.66297699023072,6013685.9539494775
2018-05-02,48.84404765959477,2315455.9419383323
2018-05-03,48.85979825167845,7673119.346131439
2018-05-04,48.38681168835047,4354908.4055896625
2018-05-07,47.897163828251216,7543402.403272579
2018-05-08,47.89408400501888,5473865.148501456
2018-05-09,47.838842175572296,2027712.7930599656
2018-05-10,47.81298714717864,2231251.9959406145
2018-05-11,47.80599153304608,6082512.834019532
2018-05-14,47.86238149292363,5376008.082991598
2018-05-15,48.099293895385706,2159194.623236446
2018-05-16,47.82151767015631,6460759.767334312
2018-05-17,47.52852477193112,7112872.02241509
2018-05-18,47.25519380745927,4978504.89463585
2018-05-21,47.32742297425145,4794544.64214353
2018-05-22,47.638659818913055,2032838.6530077648
2018-05-23,47.53082495935318,6719898.274961595
2018-05-24,46.905399998313264,3984296.4004766326
2018-05-25,46.47940178266067,7272581.718695237
2018-05-28,46.27114260196167,4238363.525348319
2018-05-29,46.13171038008787,5390467.463784233
2018-05-30,46.02961322327418,3622050.7291959655
2018-05-31,46.039258504019415,2963529.875509512
2018-06-01,45.961321921313804,6649447.420287968
2018-06-04,46.22365682394965,4979542.87307769
2018-06-05,46.05465249752931,5218927.542513505
2018-06-06,45.839073007660424,7792495.720890413
2018-06-07,45.95879189229054,7781479.473332922
2018-06-08,45.57488137480901,7133852.730214421
2018-06-11,45.672304301139015,3125655.7565902015
2018-06-12,45.69794259707058,5565636.16580948
2018-06-13,45.66108197459104,7268884.547933225
2018-06-14,46.058151001378356,4246783.6186936265
2018-06-15,45.902599140054676,2606636.99561351
2018-06-18,46.417673682685695,6865777.413439531
2018-06-19,46.36131582037867,4890581.30817303
2018-06-20,46.042061709136114,5386356.082155071
2018-06-21,46.05954160438482,7892865.777907066
2018-06-22,45.79048030430513,5643268.582964433
2018-06-25,45.60254134235175,4549876.313996608
2018-06-26,45.70179966735562,4219906.207083186
2018-06-27,45.84069518951816,4505715.755924273
2018-06-28,45.68515326445459,2710394.4990720125
2018-06-29,45.932004550716194,6768503.350505431
2018-07-02,46.221381490221475,7026301.149122247
