date,adjclose,volume
2018-01-02,50.076179269938606,2858131.25099981
2018-01-03,49.81618324337848,6660607.644153311
2018-01-04,50.0037960423301,3189225.3632773873
2018-01-05,50.2389372214279,7463829.362785311
2018-01-08,49.751178424264445,5937614.235964941
2018-01-09,49.42563354754886,2216976.2629681774
2018-01-10,49.45759364834068,2032579.0047722028
2018-01-11,49.37853300025479,2309947.5020863935
2018-01-12,49.37433271087872,5635551.065886366
2018-01-15,49.16107172898532,6808890.865156491
2018-01-16,49.380921222701026,3431316.923764331
2018-01-17,49.575369206558264,7096453.057538438
2018-01-18,49.59187688094857,2343391.6409195624
2018-01-19,49.87368718269058,6805783.1218500575
2018-01-22,49.99056451825359,7566772.581033682
2018-01-23,49.77574140253278,6632650.394626283
2018-01-24,49.867929098553404,6188724.703871824
2018-01-25,49.62820844834616,7027881.311932298
2018-01-26,49.84782102367297,2240907.7972823987
2018-01-29,49.83533954592641,3210692.6643143324
2018-01-30,49.7891239550401,2749542.0758338585
2018-01-31,49.61889156893911,5027185.941157919
2018-02-01,49.924526903607614,6471128.769973067
2018-02-02,49.885894533090415,5780071.067458392
2018-02-05,49.77881257754964,7106786.59857161
2018-02-06,49.69077918992758,2931277.9546465455
2018-02-07,49.82385648631592,6407726.551610969
2018-02-08,49.91521750240694,3158248.9452134245
2018-02-09,50.01840065530594,3624552.5079068015
2018-02-12,50.12610590605791,6259428.183687824
2018-02-13,50.66151780627552,7881228.70939209
2018-02-14,50.559914052179366,5669261.6358624175
2018-02-15,50.43185336991149,2327001.8899477734
2018-02-16,50.22841018784951,5697853.819565197
2018-02-19,50.382405043493385,2254103.3094810024
2018-02-20,50.66464811667361,7304874.268200903
2018-02-21,50.636161252259896,6257469.710603724
2018-02-22,50.42612213301926,3038767.0785350194
2018-02-23,50.220001829096454,2550326.0349451886
2018-02-26,50.38265002605262,3101199.373281914
2018-02-27,50.56846356885349,7880163.077325155
2018-02-28,50.704252135929785,4751363.854750939
2018-03-01,50.53787470910761,6704485.690048448
2018-03-02,50.59591503987429,5818450.052646661
2018-03-05,50.625086492159475,5434478.899751823
2018-03-06,50.67975864134173,2870781.5279902983
2018-03-07,50.89761583582877,7676146.721348571
2018-03-08,50.953514723022444,3808055.795088308
2018-03-09,51.123243113790416,5468103.294845253
2018-03-12,51.140137881162644,6198655.667534397
2018-03-13,51.212417730835135,5895398.9314718535
2018-03-14,51.37023978729477,7643566.458173111
2018-03-15,51.00595083233085,2890633.939520348
2018-03-16,50.926033028241534,5050116.430681652
2018-03-19,50.80843986466833,4424206.344444595
2018-03-20,50.648720402607495,4845012.376895709
2018-03-21,50.57993483980083,2715305.1571864677
2018-03-22,50.953670167609424,2804567.6592365922
2018-03-23,50.73721238868611,3668453.2746875444
2018-03-26,50.97928197733398,3828227.6225649877
2018-03-27,50.55856453443003,4567419.2820881
2018-03-28,50.47484327693359,5665925.282219769
2018-03-29,50.51553154320984,5807774.704509579
2018-03-30,50.66208712604966,4470865.379513422
2018-04-02,50.839893770997875,4452698.656572183
2018-04-03,51.038230579797855,3305771.160181772
2018-04-04,50.951049311735744,5529837.49045405
2018-04-05,50.83546136356961,3902245.4679034273
2018-04-06,51.049955333883894,2216359.0056641824
2018-04-09,51.00212925266349,4510400.264941162
2018-04-10,50.68320767182901,4844796.050541022
2018-04-11,50.39988586832814,3353557.2092252662
2018-04-12,50.17002279682774,5434747.598732694
2018-04-13,50.29431298284118,5394631.402591526
2018-04-16,50.329919416858814,6212013.086662228
2018-04-17,50.50254075537576,5887690.89320726
2018-04-18,50.39572759379163,5914598.339126189
2018-04-19,50.4353625165608,3897284.910944259
2018-04-20,50.59176011505264,6724593.331915723
2018-04-23,50.51442348012258,5294866.301598077
2018-04-24,50.62861728951193,4588509.171079341
2018-04-25,50.46313580424527,5756074.885646343
2018-04-26,50.372372342604,4163944.0067015258
2018-04-27,50.276937869104415,5076435.467640549
2018-04-30,49.97797795770716,6420234.130893322
2018-05-01,50.09972107790355,7318417.320342246
2018-05-02,49.98237049285287,7526343.18377115
2018-05-03,49.985494022534795,5021797.551098595
2018-05-04,50.10568068726127,5121650.688443415
2018-05-07,50.21731348126876,6799222.464583019
2018-05-08,50.38365975851195,3886704.1504652076
2018-05-09,50.3590383873846,7024294.174070411
2018-05-10,50.25321380937356,4964849.879104541
2018-05-11,50.23328425664696,2695140.3460116102
2018-05-14,49.811450648157454,2432354.882437662
2018-05-15,49.44967253005168,7051959.266236778
2018-05-16,49.11899762696308,2333407.5014412673
2018-05-17,48.86968592006271,3683668.6168019352
2018-05-18,48.96962947674357,4004780.243009275
2018-05-21,48.74325971290355,3037966.671149563
2018-05-22,48.6487190743937,3883360.2188119353
2018-05-23,48.97352614884022,6456155.400350514
2018-05-24,48.884460156074866,2088097.0613604246
2018-05-25,49.06883904819164,6963040.547124119
2018-05-28,48.83543462818917,7139288.141447349
2018-05-29,48.78407523872226,4233569.439149288
2018-05-30,48.54656972499462,2921677.394363809
2018-05-31,48.461811456019475,5605042.447670486
2018-06-01,48.67188849038382,2718035.335189366
2018-06-04,48.24005838458574,4189516.1664695153
2018-06-05,48.348664295472204,7750575.085405834
2018-06-06,48.40809819605527,7972786.835501823
2018-06-07,48.25956070713107,6632629.348127513
2018-06-08,47.89804624353396,3865769.0595245976
2018-06-11,47.91607862046243,6125990.294996555
2018-06-12,47.783705443196475,6232438.192904077
2018-06-13,47.84187449603515,4327050.170981899
2018-06-14,47.84733753241601,5845331.807516957
2018-06-15,48.24778225524624,2064365.8698540574
2018-06-18,48.187943348377985,3254345.9516134486
2018-06-19,47.93206897522252,5150529.817803567
2018-06-20,47.976887883961595,2982507.8255497753
2018-06-21,48.03188705495454,2995441.207259202
2018-06-22,48.37168394876465,7017825.743301428
2018-06-25,48.580461760243296,7934798.016101633
2018-06-26,48.66967952503067,5335816.568170691
2018-06-27,49.03550524783556,7034418.385290281
2018-06-28,48.73831448425485,7941929.985957636
2018-06-29,48.57837660106741,2849575.3314126483
2018-07-02,48.34673261571603,4689473.679526106
2018-07-03,48.249280164927086,4355436.295051519
2018-07-04,47.90510862803801,2480295.70187711
2018-07-05,48.06389636474161,6531981.036768467
2018-07-06,48.008340690466916,4602674.163935558
2018-07-09,47.64063911684126,4815961.605142407
2018-07-10,47.386744346539366,2904037.842879441
2018-07-11,47.465122808401915,3085559.9133852087
2018-07-12,47.67465445037551,7442621.73293729
2018-07-13,48.17383717329846,2267894.5338456733
2018-07-16,48.90230278980029,3397113.709662237
2018-07-17,49.00590514811929,3752355.98188717
2018-07-18,48.758520618111326,4941185.254409518
2018-07-19,48.2255090479285,5518671.038088776
2018-07-20,48.29243691351446,4959739.855103999
2018-07-23,48.08920163968688,2504692.007341292
2018-07-24,47.985362324641955,3462004.7243342814
2018-07-25,47.832338124877,7061530.308575247
